protein,gene,EN-181-11_T,EN-216-11_T,EN-430-11_T,EN-454-11_T,EN-711-16_T,EN-716-11_T,EN-797-18_T,EN-181-11_N,EN-216-11_N,EN-430-11_N,EN-454-11_N,EN-711-16_N,EN-716-11_N,EN-797-18_N
ANFY1,ANKFY1,4949800,9238900,109730000,2414200,54070000,44059000,28176000,189200,5354000,10937000,14314000,23325000,23326000,14661000
ARFG1,ARFGAP1,3226900,13044000,41467000,19527000,36874000,35932000,38923000,606640,83502,37625000,1662300,8716500,8437100,1388000
FRIH,FTH1,104370000,235150000,50855000,13543000,364700000,655310000,595990000,51967000,59686000,37882000,59167000,408640000,421960000,266150000
APT,APRT,277980000,280750000,582280000,236790000,697210000,264190000,422490000,151730000,226230000,195340000,212310000,328890000,490860000,179530000
AP2B1,AP2B1,69351000,100290000,9241100,37005000,125350000,184210000,144720000,42483000,52271000,20885000,37557000,95840000,133170000,50974000
LRSM1,LRSAM1,2321500,4613600,6821300,3748000,37950000,29143000,15775000,7506700,1643800,5266700,4683100,17377000,20052000,4617400
ADPRS,ADPRS,9359000,28926000,41482000,20250000,60238000,53417000,77001000,16616000,22056000,28165000,24437000,51484000,28400000,17093000
CALM2,CALM2,1528100000,2249300000,1989400000,1208600000,2883000000,2503200000,1663800000,864330000,1104500000,1198800000,1134800000,2065100000,1221500000,915450000
SUN2,SUN2,18455000,47745000,11278000,4655700,115460000,195500000,92981000,10713000,19649000,17353000,19384000,24970000,139200000,48828000
MON2,MON2,7033000,4074900,1871100,2139100,5748200,12139000,5882900,2084700,1736100,8912400,1846300,2651600,3246600,3727800
STK26,STK26,153160,2307800,NA,813160,9903300,2526300,8120600,1363300,4253900,NA,90815,3217300,5088600,1458400
SCRN1,SCRN1,100630000,38842000,11166000,10314000,293450000,153470000,46362000,92674000,54725000,34009000,27236000,77126000,84812000,38031000
CO2,C2,20059000,36684000,54510000,5153200,121160000,111480000,80315000,15885000,19777000,74910000,13005000,189440000,678480000,3577300
RL26L,RPL26L1,29526000,NA,6899300,87516000,54255000,47165000,251130000,45216000,42160000,82686000,67669000,33547000,NA,38364000
CADH1,CDH1,157710000,135090000,364020000,86711000,668930000,631200000,601410000,72477000,193540000,158350000,150130000,365890000,573950000,204590000
SYK,KARS1,69593000,97305000,186390000,46723000,356140000,195760000,208310000,28946000,35475000,28935000,45364000,163720000,167020000,66506000
AN13A,ANKRD13A,2789600,4475000,548070,519540,6141600,6446800,20881000,2994300,4209500,6324400,4111500,5919300,36511000,15447000
CHSP1,CARHSP1,112490000,135960000,103480000,45822000,391450000,302610000,316540000,53865000,105380000,68539000,89420000,262320000,232790000,100530000
LANC2,LANCL2,20754000,9848000,19850000,3509300,26606000,73765000,17774000,3925000,7289100,13463000,6209400,23286000,12164000,10206000
NB5R1,CYB5R1,18340000,24950000,21101000,16295000,273640000,146410000,104320000,31645000,20989000,40597000,21783000,149910000,89000000,40531000
FKB1A,FKBP1A,109680000,91152000,87613000,125700000,743490000,582800000,1034500000,81347000,105730000,156390000,87855000,505580000,388230000,252930000
UMPS,UMPS,63587000,13606000,86278000,28269000,102690000,81548000,14801000,15419000,17775000,23054000,16453000,55589000,107860000,11392000
FA50A,FAM50A,11227000,12468000,6784600,15378000,36977000,22637000,12552000,4142600,7827200,12226000,7235000,3639600,6247100,4221800
COIA1,COL18A1,77758000,55607000,1790700,23890000,377270000,261090000,192700000,96105000,36095000,36119000,44082000,131800000,225420000,76496000
IASPP,PPP1R13L,4210900,4623300,17654000,3595200,17293000,17415000,29525000,2320800,5656900,9690400,4715500,13964000,11351000,6655700
VPS4A,VPS4A,4876400,10635000,2741500,7681900,112380000,122800000,44563000,3267300,5594900,5617500,1909700,51587000,115550000,12022000
ADT1,SLC25A4,37622000,51904000,11452000,42767000,62997000,117530000,36356000,74378000,53851000,62868000,80359000,115360000,72394000,93113000
RAP2B,RAP2B,9246800,10041000,10876000,583360,37310000,40373000,53134000,5354800,6534600,10966000,5640000,24322000,28324000,8564200
M2OM,SLC25A11,33487000,53527000,35788000,87491000,265650000,214560000,207120000,42385000,62770000,79461000,50020000,160230000,132510000,59897000
LCAP,LNPEP,21025000,20637000,18087000,4365100,42280000,35863000,473610000,11856000,11560000,22713000,13826000,31478000,52405000,19828000
H2B1L,H2BC13,45135000,116130000,244000000,19129000,755360000,826070000,327860000,12205000,19422000,8995700,10330000,336750000,202160000,39683000
SDHA,SDHA,134230000,269650000,158000000,111540000,794970000,380680000,692280000,70150000,95169000,110590000,80757000,202540000,486220000,94624000
B4GT1,B4GALT1,6849000,5533400,16820000,10006000,45453000,43875000,4236300,818700,4688100,2863900,2432700,6914100,7868700,3718600
CSK22,CSNK2A2,44837000,36322000,71154000,11492000,499610000,68901000,1032000000,29123000,23747000,16200000,19538000,417070000,144260000,8221200
UBA5,UBA5,35660000,22333000,12031000,20213000,101240000,86910000,34599000,7982200,16596000,16337000,18122000,66140000,33081000,46968000
LTBP2,LTBP2,12871000,18145000,1537800,9943200,48166000,66392000,34832000,9184000,11534000,8096800,15073000,10165000,12081000,9624600
GUAA,GMPS,195950000,51594000,14386000,53583000,144950000,98400000,88295000,29756000,34629000,23709000,36398000,57710000,189720000,50487000
CTNB1,CTNNB1,29458000,91726000,94121000,69131000,646680000,510080000,671510000,58405000,83178000,180440000,88661000,403220000,381910000,190920000
NDUAD,NDUFA13,86826000,108000000,112160000,51598000,290030000,264930000,143000000,34887000,63439000,42459000,61479000,167410000,233200000,91498000
ST2B1,SULT2B1,47252000,86658000,71163000,1814900,28904000,46888000,352410000,11661000,55264000,41165000,97362000,50203000,129390000,32413000
DC1L1,DYNC1LI1,49678000,20778000,7027700,21387000,118970000,51384000,74842000,26012000,19385000,15403000,27792000,59371000,56207000,22043000
P5CS,ALDH18A1,43170000,97780000,217170000,117350000,246290000,279630000,168470000,168740000,12286000,17743000,31924000,87849000,67023000,266490000
NCK1,NCK1,1086300,6309100,183260,392410,15331000,21363000,25518000,8923100,5071700,7145300,3720300,37552000,36268000,14804000
PTN11,PTPN11,10279000,18416000,3070100,8795200,55868000,73078000,61074000,13277000,10698000,9036800,8180900,51029000,33180000,26306000
KAT3,KYAT3,17314000,52265000,150610000,24233000,87666000,58812000,92933000,13130000,42358000,70069000,6163800,59818000,61412000,16804000
AMPB,RNPEP,122240000,188440000,61693000,145160000,722180000,318770000,271950000,61077000,73104000,66817000,289430000,321260000,256470000,137000000
KLC4,KLC4,4335200,2813400,15086000,6043500,53621000,56098000,13312000,12242000,20346000,45182000,643620,7896000,8420800,4907800
LARP4,LARP4,4947000,1890300,13115000,2544200,9020300,6188900,19225000,1149700,791480,1798400,1021800,2461500,4042000,752760
CNOT7,CNOT7,1084000,2782700,NA,1239800,2680800,2421100,2620000,474080,784840,2092800,2815100,762170,1520600,NA
FA83H,FAM83H,31476000,6560900,18432000,5529700,44279000,17574000,15357000,1910700,2794900,14121000,4826500,14623000,8576600,5595400
ERLN1,ERLIN1,8905200,4983200,3003000,2777200,48437000,26406000,26355000,5293700,7370200,7728900,9362400,14602000,15194000,7061500
BAP18,BAP18,38237000,18730000,74728000,54032000,74886000,90384000,108350000,30569000,8501400,50791000,8624000,71731000,24890000,29188000
BLMH,BLMH,59025000,31302000,74734000,32972000,134850000,165350000,108920000,34954000,41942000,51371000,54699000,95083000,66096000,57024000
ATG3,ATG3,35805000,12415000,61318000,13837000,131830000,124450000,97626000,11790000,15929000,16759000,17789000,112670000,88734000,36631000
RS21,RPS21,73141000,15993000,NA,112260000,485910000,365270000,893890000,102510000,96178000,77765000,118210000,460170000,252360000,179870000
ABD12,ABHD12,1724300,4851000,28721000,115320,18980000,16994000,9455400,2103100,3989500,853070,1508500,2287100,5613600,3507400
RWDD1,RWDD1,3763300,8070200,3191900,NA,14471000,27632000,23438000,3697700,7945300,NA,1323000,13302000,18527000,4140600
COMD8,COMMD8,17798000,18700000,46530000,5844600,50127000,57744000,56500000,14313000,21242000,32999000,12249000,14944000,31928000,9740600
EIF1,EIF1,188510000,45829000,67617000,12430000,101530000,99126000,100120000,14833000,17379000,8529200,14953000,84860000,72351000,14286000
ZA2G,AZGP1,69179000,72912000,95997000,51260000,425880000,317340000,187870000,99660000,125160000,38752000,75044000,150190000,249020000,71179000
ITPR2,ITPR2,662630,5186300,11059000,1165500,13170000,13818000,12608000,1710600,2937600,3275000,8157000,5752800,9436600,1347900
NIPS1,NIPSNAP1,63683000,107670000,86820000,22392000,319900000,415410000,65814000,72069000,113890000,24875000,156700000,115320000,179550000,55576000
NACAM,NACA,287260000,141570000,168970000,134710000,457350000,456630000,1503500000,208360000,227980000,227890000,232720000,495630000,451080000,249190000
FPGT,FPGT,2224200,466920,NA,1831400,4344400,4661500,3316500,537180,7335400,5687300,4279300,4162300,2672300,665190
MPRD,M6PR,74238000,78987000,63755000,66290000,60273000,74453000,85552000,37400000,37797000,81628000,50932000,38511000,25385000,17362000
GOGB1,GOLGB1,21988000,27659000,40212000,16427000,42945000,37946000,58073000,39379000,36456000,14049000,17639000,16502000,13724000,4865400
THIL,ACAT1,143390000,32656000,68800000,78352000,730200000,778800000,327540000,95320000,119840000,113780000,124300000,360870000,478940000,143370000
RBGPR,RAB3GAP2,10305000,11286000,33024000,631210000,36860000,36469000,53784000,31758000,57446000,12430000,11155000,26739000,65503000,34337000
ODP2,DLAT,94334000,136040000,85980000,76698000,147450000,201150000,199590000,53541000,66563000,83491000,73122000,126160000,109040000,114300000
ZO1,TJP1,13642000,5819300,50134000,6988000,92295000,106040000,185770000,8442500,47831000,24253000,37277000,81052000,59276000,48647000
DGKA,DGKA,6705700,13138000,338460,466920,36119000,40401000,80403000,13985000,24379000,25445000,14686000,59015000,95250000,33891000
FCGRN,FCGRT,2639200,4644100,5117500,4186900,16392000,9254100,19622000,273400,2711700,11785000,398580,6886800,3721000,1547100
5MP1,BZW2,2183900,17074000,125730000,16221000,124020000,74801000,92782000,3981000,20951000,44301000,26089000,82449000,20624000,26548000
QCR1,UQCRC1,194890000,317210000,173010000,137280000,1238800000,899840000,704720000,143240000,189010000,165010000,153970000,830760000,430500000,235370000
A2MG,A2M,929130000,439980000,1338600000,408700000,2418000000,2076800000,738410000,2035700000,747800000,351240000,464440000,1519300000,6738600000,666960000
IGHG3,IGHG3,154750000,245640000,44158000,125030000,1428400000,58838000,148300000,267150000,114310000,88514000,279060000,610390000,44822000,66704000
RB27B,RAB27B,20087000,22748000,1598700,14471000,89349000,44718000,37736000,11673000,20747000,9784300,17981000,37230000,42743000,13454000
PALLD,PALLD,68707000,47742000,6887100,15866000,569510000,750690000,281140000,156960000,159890000,57919000,106150000,754710000,870950000,501990000
AGRIN,AGRN,3389400,5152300,5804800,1736100,13354000,16995000,6831000,1216000,1001400,616980,357310,2137800,2233100,861370
VATA,ATP6V1A,91274000,169940000,194290000,31488000,267540000,319830000,307060000,69555000,100440000,71141000,89139000,227950000,238710000,125120000
TRI47,TRIM47,4353900,1413100,40756000,1078300,28612000,26125000,21585000,3012500,2327600,4193800,2609800,20051000,20361000,7038900
PLD3,PLD3,53449000,173950000,4640700,26979000,30414000,108590000,109700000,57896000,41366000,27160000,20019000,19792000,49390000,35477000
FINC,FN1,188370000,43178000,607400000,58369000,136450000,100480000,358270000,136860000,111660000,149430000,102440000,160500000,284100000,51448000
CLAP2,CLASP2,10443000,1304300,3748100,142700,4929600,5735800,5949200,223600,878410,504250,11973000,5193500,1562900,1197100
SUSD2,SUSD2,365060,7939100,24526000,252860,9696200,29862000,11887000,1110500,6107000,11294000,3253500,11974000,13150000,9569100
GRB7,GRB7,12912000,19057000,2975200,2310500,19904000,21691000,14388000,453490,1176300,3027600,2152800,2606400,8300200,3840100
HSP74,HSPA4,138580000,53855000,506270000,100150000,366570000,307070000,358610000,66810000,107750000,154190000,140460000,156560000,438480000,160150000
ECI2,ECI2,28362000,31473000,19685000,62069000,97191000,241190000,35131000,5571400,10087000,6853600,5750200,34734000,43953000,10807000
SNX1,SNX1,28761000,41185000,117110000,13319000,108270000,107920000,97299000,27336000,39008000,30062000,28870000,102970000,75770000,33156000
RAB4B,RAB4B,1867200,13509000,4001100,13352000,25013000,13434000,23735000,7032600,3154200,20231000,5751000,11709000,10704000,3756400
NAA15,NAA15,46527000,7576000,23913000,24744000,112020000,79096000,96450000,12349000,9452200,18192000,14157000,40519000,56120000,55182000
PEPC,PGC,2256600,2806500,6618300,12113000,150100000,2978500,2586500,1802600,481250,9719400,7494800,3937800,3710500,559890
OTUB1,OTUB1,86111000,119470000,111830000,55266000,499190000,406920000,398090000,62746000,91180000,99411000,77755000,329860000,288730000,173310000
HARS1,HARS1,73106000,93358000,108870000,37218000,178500000,149270000,149420000,35777000,32381000,45423000,42359000,168750000,98338000,106010000
RL28,RPL28,40350000,65328000,7299200,25834000,80558000,109740000,199600000,71446000,31067000,46199000,36797000,75821000,54339000,38806000
SYMC,MARS1,56094000,52561000,52811000,45437000,220690000,391970000,252440000,17081000,15002000,75949000,61795000,218890000,282900000,46186000
PIN1,PIN1,32335000,25913000,78676000,23604000,71763000,101180000,86342000,14881000,36724000,29831000,32770000,51178000,66852000,49306000
DMD,DMD,53632000,83460000,51848000,47268000,63417000,21294000,112650000,31281000,28567000,19060000,26313000,63648000,65653000,47132000
RLA0,RPLP0,319540000,92981000,1047500000,205390000,688750000,479130000,663460000,228040000,263300000,349730000,317330000,393450000,423470000,370970000
C1S,C1S,32722000,24774000,103410000,1463600,124140000,80620000,110350000,31153000,16771000,81161000,4075500,76069000,56331000,18750000
RN213,RNF213,98876000,39681000,29491000,21688000,69249000,31556000,46359000,4581300,6576300,20905000,2307800,26751000,35714000,6176600
TRI56,TRIM56,3011600,3050300,24310000,1745600,21469000,10827000,53439000,10277000,3413900,10178000,12479000,8086400,5377800,4472000
GSTP1,GSTP1,1773200000,4836500000,6930900000,1213600000,17829000000,13900000000,21250000000,2173500000,3464700000,3048200000,4608900000,12049000000,13727000000,6458400000
RAE1L,RAE1,9069400,5602700,27440000,7485100,49740000,49991000,85198000,18182000,4457800,34490000,1564800,15414000,70546000,9714900
SKT,KIAA1217,7162400,8889800,16036000,50533,15319000,22765000,24741000,1026200,3109500,3330700,1274600,16133000,12637000,5321300
NUP54,NUP54,4768500,3231100,17879000,2474900,23049000,78266000,82769000,1710100,1257100,7362200,4587700,7686600,10180000,5032800
MIRO2,RHOT2,8076000,15271000,8261500,7944300,15213000,32927000,35757000,1520000,3806500,10071000,3426300,22377000,6232300,6368500
CD82,CD82,10917000,12554000,5172000,5824400,74090000,100770000,98663000,8552100,3863900,41639000,4721700,80590000,32399000,33926000
WFS1,WFS1,7095300,235490,9719000,13993000,11621000,24771000,5192500,10954000,2283700,4045000,7093000,3885400,6453200,5482200
ODO1,OGDH,82794000,83214000,265690000,89220000,426620000,369400000,171550000,66290000,92070000,52410000,80263000,265630000,268230000,87535000
FAH2A,FAHD2A,7778700,1112200,4239200,4047000,24637000,17980000,9263300,6097400,6661500,7040800,8071700,8644000,5336300,4226600
SHPK,SHPK,1731600,2998300,494190,4924900,9106300,8351900,9175700,2540800,3555300,1284500,3571400,3076000,3401400,1945100
CH082,C8orf82,2812500,13649000,37482000,18378000,42186000,15799000,28331000,9818400,13168000,13774000,8756900,6536100,18890000,7189800
TM245,TMEM245,5266800,3025500,768890,2042200,33801000,25764000,16779000,3380600,5773700,2753500,4174400,18731000,12528000,11659000
NELFD,NELFCD,6309900,3770200,12086000,796750,30907000,46517000,23693000,468640,738790,2967100,3400500,34698000,6870800,4724000
PARK7,PARK7,707630000,262430000,1337300000,582690000,3340900000,3278800000,1416700000,512000000,580890000,438990000,503880000,1817700000,2031500000,1491600000
TKT,TKT,490850000,1211700000,70353000,506720000,1766900000,1465300000,3483500000,597820000,768770000,825660000,854390000,1175400000,993130000,860280000
NXN,NXN,4140000,3193200,NA,7716200,7331600,10390000,29728000,6426600,13684000,17125000,11769000,12285000,17930000,13307000
AOFA,MAOA,64875000,69355000,105370000,59797000,155810000,216770000,246000000,70241000,110750000,66962000,72699000,136050000,82021000,52305000
ERF3A,GSPT1,51803000,69630000,108850000,35838000,207510000,327470000,182010000,54519000,103340000,89827000,45661000,174840000,95520000,43755000
ODBB,BCKDHB,12174000,19955000,14221000,20285000,61099000,38326000,52519000,13591000,18745000,7979800,14833000,33549000,35398000,23916000
